g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,label,split
0.3541,0.1561,2.1683,-0.3569,0.4472,-2.2692,-0.4038,2.2116,1.6736,2.5286,1.0750,-3.1802,0.2305,-0.7788,4.6084,-0.8130,-0.0804,-0.7143,1.9106,1.2377,-3.4866,-0.4432,0.3601,2.4047,-0.3497,-1.0606,0.2479,-4.2899,0.8224,2.3636,-0.3216,4.2481,0.3687,-0.6584,-0.3400,-0.9450,0.1135,-2.8407,0.9187,-0.2728,1,val
-0.5578,-0.8549,-0.5716,-0.0892,0.9851,-0.5534,-1.7570,-0.0752,0.5152,1.5160,-1.1058,1.4576,0.6665,0.4490,-0.7556,-0.8638,-0.9406,0.9186,0.2159,1.0506,1.7903,0.0214,-0.0465,1.8842,-1.2844,-0.4365,-0.3637,-0.3685,0.1415,-0.8190,1.1433,-1.3341,-0.8016,-1.6535,-1.3791,0.5796,0.6192,-0.1892,0.8309,0.6095,0,val
-0.5673,-0.0341,3.3630,1.9742,-0.4330,-2.8001,0.5367,1.1979,0.4182,4.0526,-1.0462,-3.4226,-1.9036,-0.0443,4.9902,0.2418,0.0876,0.2654,0.1429,-1.2912,-3.7011,-0.1653,0.1660,2.0230,-0.1040,-0.7123,-1.2968,-4.0618,-0.7914,0.8254,1.3170,3.0846,-0.2081,-0.5382,-1.5436,-0.5089,1.5382,-2.3753,0.2210,-0.2341,1,val
-0.0840,-0.4850,0.0214,0.1270,-0.2286,0.4203,-0.5675,-1.6460,0.6846,-0.0181,1.6374,0.3841,-1.9664,1.2178,-0.6754,0.5414,2.1817,1.0720,-1.0749,-0.0821,-1.5790,0.6588,0.5528,-0.9934,0.4454,0.9189,0.7939,-0.6459,-0.6801,-1.0854,-1.2695,0.3145,0.0392,1.2762,0.2693,-0.3065,-1.4014,1.5123,0.1620,-0.0223,0,test
-0.9870,-1.0126,3.3577,-0.9395,0.5747,-2.4943,-0.3749,-1.5703,0.4039,4.7222,-0.8098,-4.1516,1.0694,0.1481,1.9290,1.2016,-0.2715,0.4479,-0.3946,-0.7215,-2.1829,-0.8265,-1.7422,1.9582,1.2119,1.0763,2.1347,-2.4432,1.5847,0.2526,-0.4271,3.4276,-0.9319,0.7233,-0.4396,0.2603,-0.8362,-3.3100,0.9621,-0.2009,1,test
1.0536,0.2861,0.4732,-0.4795,-1.5792,0.6197,-0.0942,0.5678,-1.0450,-0.1270,1.9765,-0.8043,0.0962,1.2793,-0.2269,0.1319,-2.0891,0.7619,-0.4325,1.2559,-0.0890,-0.3498,0.4273,-0.2206,-0.5048,1.5039,0.9631,0.1176,0.7925,0.8090,0.5696,0.0567,0.0710,0.4062,0.5541,0.3543,-0.5394,-0.0601,0.4489,-0.9366,0,test
-0.0088,0.7426,3.1323,-0.2622,-0.0222,-4.1859,0.9628,-0.3497,-1.6311,1.6454,0.2937,-2.6107,-0.4622,-1.2482,3.4316,-0.7935,-0.6427,0.0126,-0.7507,0.3132,-3.7148,-0.4322,-0.2227,4.6041,1.5439,0.9203,-0.7207,-2.5051,0.8947,0.7882,-1.5940,3.6616,-0.7238,0.7342,0.6245,-0.4998,2.0973,-3.6332,2.3911,-0.1472,1,test
0.3496,0.6911,-0.4893,-0.4380,-1.5378,0.3686,1.2109,0.8338,0.9001,0.6936,-0.9005,-1.2306,0.6275,0.1743,0.9649,-0.2467,-0.8628,0.4408,-0.5448,-1.5494,-0.5953,-0.8217,-1.0906,-0.5093,0.9290,2.2596,1.6914,-0.3796,1.1182,-0.0523,0.3941,-0.6287,-0.0724,-1.5827,1.7539,-0.7126,0.5731,-0.5428,0.2647,-1.1045,0,test
-0.3668,0.8858,4.4145,-1.8335,0.8336,-4.1772,0.2793,0.5103,-0.6283,3.2645,-0.2406,-3.1499,0.8950,1.3130,3.9447,1.9142,-0.9267,1.7088,-0.2562,0.7463,-3.2062,0.0957,-0.8985,3.6108,1.9822,0.1577,-0.0207,-2.4052,0.6980,-0.1775,-0.0042,2.5250,1.2752,0.9209,-1.0305,-0.5835,0.0198,-1.9528,0.9480,-0.1803,1,test
0.7043,1.0277,-0.1004,1.0044,0.5661,1.4641,-1.5580,-0.7707,-0.9366,-0.9754,1.6138,-0.8622,-0.8115,-0.3618,0.8658,-0.4218,0.7214,0.5389,-0.6264,-2.2280,-0.8983,-1.1685,1.6019,-0.6656,-1.0484,0.3741,0.0529,-0.8728,1.0725,0.8850,0.2735,-0.7041,-0.8549,-1.9315,0.3755,0.3883,-0.9013,0.0396,3.2119,-1.0566,0,test
-1.6726,0.5948,2.4755,-0.4545,0.6096,-3.0079,0.9749,0.5045,1.1377,2.7534,-2.1148,-1.5940,-1.6674,1.0054,2.8404,-1.3054,0.0653,0.8503,-1.0012,0.0536,-3.7442,-0.9403,-0.6051,4.7446,0.6727,-0.0146,-0.0798,-3.2548,0.2808,0.1877,-1.6841,4.0546,-0.8394,-2.4625,0.6899,-1.1345,-0.1390,-2.5635,-0.5795,0.5205,1,test
1.0098,0.8993,2.0240,-2.1283,0.0163,-0.3057,1.0685,-1.0226,-0.3733,2.2167,0.9770,-1.8856,0.0205,1.3116,-0.6067,0.5777,0.0977,-1.3811,-0.6154,1.0897,1.1645,-0.5629,1.1060,-0.6681,0.2429,-0.0119,-1.2278,0.3155,-0.3822,-2.6046,-0.8149,-0.7976,-0.8209,-0.9223,-0.6768,-2.3270,0.8755,0.0768,0.2501,-0.2459,0,test
0.0627,-0.2425,2.4472,-1.4401,0.0732,-2.5212,0.2306,1.5449,-1.3419,2.5325,-0.6072,-1.8072,1.6674,-0.4907,4.0369,-0.2250,-0.9822,-0.0992,-1.0238,1.4849,-1.7491,1.1393,0.3526,0.8817,0.7892,0.0927,-2.3450,-3.8247,0.9948,1.6388,-1.0060,3.8653,0.3278,-0.1593,-0.2788,0.5109,0.5674,-2.0981,-0.4013,-1.2553,1,test
2.0099,0.0126,0.2084,-0.4024,0.1776,-1.7133,-1.2614,-1.4080,0.8872,-0.0850,1.1337,-1.9469,-0.5896,1.3976,-0.7791,-1.7809,-0.7332,-0.3276,-0.0130,1.2510,1.3071,1.4890,0.5716,-0.4777,-0.4868,-1.4141,1.2516,1.2031,0.0876,-0.8508,0.6638,0.4707,0.1518,-1.1110,0.2353,-0.5407,0.7267,0.5748,0.4328,-0.4072,0,test
1.4973,0.7442,4.4827,0.8058,0.6518,-2.9774,-1.0507,-1.7413,-0.9197,4.0477,0.8953,-2.7960,0.0880,1.7610,2.0442,-1.7077,-1.5198,-0.3070,0.6875,0.7070,-3.7324,0.7849,-0.0471,2.6100,-0.3715,0.7251,0.9368,-3.8321,-0.9703,0.1187,2.0864,2.2865,-1.2293,0.4024,0.5000,-0.5853,-0.0253,-2.9328,-1.7104,-0.0213,1,test
-0.1365,-2.2617,-0.4592,-0.7243,-0.8202,-0.0773,-1.0597,0.3740,1.8518,-1.1393,1.0203,-0.5092,0.5333,-0.1214,1.2578,-0.6803,0.7187,-0.7417,0.2247,-0.0129,1.0671,-1.5116,-1.3218,1.3348,0.3784,1.6277,-1.0089,0.2027,0.5911,1.6942,-0.0516,-0.4287,0.7005,-0.0974,-0.7329,0.7308,-1.8640,-0.9720,1.3330,-0.4786,0,test
-0.3166,0.3565,4.5619,0.5069,-0.9434,-3.7511,1.0270,-0.1137,-0.6170,3.6767,1.1169,-0.6790,-1.0522,-0.6768,2.7671,0.3409,-0.4660,1.0694,-2.6276,0.9223,-3.7540,-0.2629,0.5557,3.8334,-0.9892,1.4396,0.5636,-3.6102,0.2042,-1.0601,-1.1998,2.4838,0.3570,0.0978,-0.7570,-1.3280,-1.6379,-1.2391,0.3608,-0.7673,1,test
-0.6863,0.2437,0.2479,0.5822,0.4406,-1.0068,-0.1988,-0.9025,0.4706,-1.2611,-0.5664,-0.8227,-0.6020,-0.2462,1.4733,-0.2451,-1.3974,-0.2891,0.7295,0.5311,0.2333,1.9105,1.0810,0.0878,1.1845,-1.2841,-0.1649,-0.8310,0.1732,1.5514,-0.4823,1.5282,-0.9938,1.3681,-1.6482,-0.8142,0.9715,-0.0879,0.1410,-0.0120,0,test
0.1764,-0.1714,2.0432,-0.2782,0.1083,-4.3443,0.4542,1.6909,-1.5955,2.3736,-0.2725,-3.8055,0.0931,-0.6953,3.2697,0.0058,-0.0835,1.4778,0.1265,-1.4169,-4.3990,0.5673,-0.3314,2.4067,-1.3170,-0.2956,-0.0882,-3.0410,-0.3414,0.8506,0.7626,3.2403,-0.1682,-1.3020,0.7549,1.4357,1.2389,-1.7681,0.2699,0.3605,1,test
2.3792,-0.7803,0.8921,0.0738,-0.2871,0.6000,-1.9357,0.9069,1.8795,0.2842,-0.0598,0.1540,0.6442,-0.4699,0.1175,0.4841,-0.3390,0.3738,0.3243,0.6858,-0.9581,-0.5137,-0.4141,1.1495,0.2424,-1.5863,-1.2399,1.8614,0.3294,-1.2416,-0.8837,0.1368,1.3856,1.5541,-0.3542,-0.2868,1.8640,-0.9422,1.5185,0.3254,0,test
0.0918,1.2352,3.3209,-0.8021,-1.4794,-2.8758,0.4975,1.3123,-2.5365,4.4675,0.6014,-1.4955,0.7739,0.2048,3.5537,0.3828,-0.6095,-0.1093,0.1249,-0.4324,-3.7954,-1.3870,0.4903,3.2503,0.1054,-1.1223,0.8269,-3.9295,-2.0147,1.5032,-1.4484,4.6001,0.5179,-0.4229,-2.2829,-0.6756,1.4387,-2.0482,0.2521,-1.6444,1,test
2.2421,0.6263,-1.3484,1.1971,-1.8002,0.3249,-0.3965,1.1909,1.1447,0.1829,1.7401,0.9451,-0.4640,-0.9443,2.3904,-0.3895,0.3996,-0.1114,-0.4586,-1.5460,-0.1404,-0.1102,0.9539,-0.4946,-1.5186,-1.0322,-0.0384,0.2405,0.7040,-0.3678,0.5242,0.1385,1.6400,-0.0534,0.1403,0.5451,1.1836,-0.8862,-0.4598,-0.2643,0,test
-2.0698,1.2539,3.9570,0.0215,3.2693,-1.1066,1.9648,1.5118,0.8796,1.4310,1.4879,-3.2081,-1.1614,0.0513,3.8720,0.9477,0.1705,-0.5028,0.7432,-0.7328,-3.5645,0.7356,-1.3982,2.7900,-1.9021,-0.8929,-1.1958,-2.6964,0.6945,-0.0485,0.8876,3.2743,-0.1989,0.4745,-0.2312,0.1306,1.0114,-3.8686,1.1193,-1.0671,1,test
0.8129,-1.6137,0.4970,-0.0694,0.1176,0.4601,-0.2720,-1.6317,-1.0388,-1.3946,-1.2790,-0.1286,1.2713,-0.6882,-0.7424,-1.1073,-1.6805,0.0644,-0.4718,-0.2314,-0.9345,0.4698,-1.1687,0.5297,-0.6432,0.7607,-0.8636,0.4275,0.4284,-0.0765,1.5899,0.1698,-0.8635,0.6679,-0.8016,-0.5216,0.0119,0.1755,1.6598,-1.6849,0,test
-0.2504,1.0905,2.5269,0.3101,1.4864,-4.0316,0.0430,0.7658,-0.5709,0.6279,-0.9721,-3.0839,0.1848,1.7797,4.5581,-1.4940,1.0103,0.8836,1.5780,-0.1471,-4.1223,0.1419,1.5066,3.1351,1.6530,0.7602,-0.5726,-4.8185,1.8042,-1.4627,-0.3407,3.0336,-0.8876,-0.5522,0.0061,2.2980,-0.0630,-3.3993,0.1209,0.9079,1,test
-0.3809,-0.2996,-1.1818,0.7456,-0.5919,-0.6989,0.5034,0.1089,-0.5690,-0.2273,-0.4792,1.3027,0.9768,-0.7029,-0.0389,1.3273,-0.2801,1.7236,0.4340,0.6475,-2.0248,0.8218,0.3313,0.5635,0.4693,0.5105,-0.4954,0.8718,0.0616,-1.0152,-0.9926,0.1566,0.3275,-2.1360,-2.0121,1.0174,-0.0112,2.7599,-1.4945,-0.2401,0,test
-0.5848,0.5401,5.0397,1.5625,-0.9840,-1.7273,-1.1860,0.2987,0.1671,3.5350,-0.7803,-1.8072,-0.0664,-0.0186,3.0457,-1.0333,0.7042,0.3257,0.4443,1.8067,-3.8112,-0.2750,0.0074,3.9447,-0.1735,0.9057,0.4458,-4.5421,-0.6660,-1.9700,-0.2787,2.3810,0.5759,0.1654,-0.0622,1.2243,0.5807,-3.8859,-0.6732,0.3183,1,test
0.6433,-0.5396,0.5368,0.3940,0.9508,-2.6048,-0.9428,-1.1837,-0.1598,0.7815,2.4740,1.4999,1.3259,0.3707,-0.3776,0.5203,-2.1266,0.9044,0.0085,0.5997,-1.0052,-1.0630,-0.6279,-0.0421,0.3410,-0.3445,0.3415,0.6610,-1.1332,-0.0986,-1.5208,-0.5326,0.8839,-0.6943,1.8201,0.4911,0.8690,0.1013,0.8451,1.0629,0,test
